Signal,Red,Yellow,Green,Vehicles_Crossed
Signal 1 RED,24,5,20,1350
Signal 2 RED,74,5,20,1472
Signal 3 RED,99,5,20,415
Signal 4 GREEN,0,5,19,382
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,23,5,20,1350
Signal 2 RED,73,5,20,1472
Signal 3 RED,98,5,20,415
Signal 4 GREEN,0,5,18,384
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,22,5,20,1350
Signal 2 RED,72,5,20,1472
Signal 3 RED,97,5,20,415
Signal 4 GREEN,0,5,17,385
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,21,5,20,1350
Signal 2 RED,71,5,20,1472
Signal 3 RED,96,5,20,415
Signal 4 GREEN,0,5,16,387
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,20,5,20,1350
Signal 2 RED,70,5,20,1472
Signal 3 RED,95,5,20,415
Signal 4 GREEN,0,5,15,388
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,19,5,20,1350
Signal 2 RED,69,5,20,1472
Signal 3 RED,94,5,20,415
Signal 4 GREEN,0,5,14,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,18,5,20,1350
Signal 2 RED,68,5,20,1472
Signal 3 RED,93,5,20,415
Signal 4 GREEN,0,5,13,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,17,5,20,1350
Signal 2 RED,67,5,20,1472
Signal 3 RED,92,5,20,415
Signal 4 GREEN,0,5,12,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,16,5,20,1350
Signal 2 RED,66,5,20,1472
Signal 3 RED,91,5,20,415
Signal 4 GREEN,0,5,11,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,15,5,20,1350
Signal 2 RED,65,5,20,1472
Signal 3 RED,90,5,20,415
Signal 4 GREEN,0,5,10,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,14,5,20,1350
Signal 2 RED,64,5,20,1472
Signal 3 RED,89,5,20,415
Signal 4 GREEN,0,5,9,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,13,5,20,1350
Signal 2 RED,63,5,20,1472
Signal 3 RED,88,5,20,415
Signal 4 GREEN,0,5,8,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,12,5,20,1350
Signal 2 RED,62,5,20,1472
Signal 3 RED,87,5,20,415
Signal 4 GREEN,0,5,7,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,11,5,20,1350
Signal 2 RED,61,5,20,1472
Signal 3 RED,86,5,20,415
Signal 4 GREEN,0,5,6,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,10,5,20,1350
Signal 2 RED,60,5,20,1472
Signal 3 RED,85,5,20,415
Signal 4 GREEN,0,5,5,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,9,5,20,1350
Signal 2 RED,59,5,20,1472
Signal 3 RED,84,5,20,415
Signal 4 GREEN,0,5,4,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,8,5,20,1350
Signal 2 RED,58,5,20,1472
Signal 3 RED,83,5,20,415
Signal 4 GREEN,0,5,3,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,7,5,20,1350
Signal 2 RED,57,5,20,1472
Signal 3 RED,82,5,20,415
Signal 4 GREEN,0,5,2,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,6,5,20,1350
Signal 2 RED,56,5,20,1472
Signal 3 RED,81,5,20,415
Signal 4 GREEN,0,5,1,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,20,1350
Signal 2 RED,25,5,20,1472
Signal 3 RED,75,5,20,415
Signal 4 RED,100,5,20,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,19,1358
Signal 2 RED,24,5,20,1472
Signal 3 RED,74,5,20,415
Signal 4 RED,99,5,20,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,18,1364
Signal 2 RED,23,5,20,1472
Signal 3 RED,73,5,20,415
Signal 4 RED,98,5,20,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,17,1367
Signal 2 RED,22,5,20,1472
Signal 3 RED,72,5,20,415
Signal 4 RED,97,5,20,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,16,1371
Signal 2 RED,21,5,20,1472
Signal 3 RED,71,5,20,415
Signal 4 RED,96,5,20,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,15,1374
Signal 2 RED,20,5,20,1472
Signal 3 RED,70,5,20,415
Signal 4 RED,95,5,20,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,14,1378
Signal 2 RED,19,5,20,1472
Signal 3 RED,69,5,20,415
Signal 4 RED,94,5,20,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,13,1382
Signal 2 RED,18,5,20,1472
Signal 3 RED,68,5,20,415
Signal 4 RED,93,5,20,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,12,1387
Signal 2 RED,17,5,20,1472
Signal 3 RED,67,5,20,415
Signal 4 RED,92,5,20,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,11,1390
Signal 2 RED,16,5,20,1472
Signal 3 RED,66,5,20,415
Signal 4 RED,91,5,20,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,10,1393
Signal 2 RED,15,5,20,1472
Signal 3 RED,65,5,20,415
Signal 4 RED,90,5,20,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,9,1394
Signal 2 RED,14,5,20,1472
Signal 3 RED,64,5,20,415
Signal 4 RED,89,5,20,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,8,1394
Signal 2 RED,13,5,20,1472
Signal 3 RED,63,5,20,415
Signal 4 RED,88,5,20,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,7,1394
Signal 2 RED,12,5,20,1472
Signal 3 RED,62,5,20,415
Signal 4 RED,87,5,20,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,6,1394
Signal 2 RED,11,5,20,1472
Signal 3 RED,61,5,20,415
Signal 4 RED,86,5,20,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,5,1394
Signal 2 RED,10,5,20,1472
Signal 3 RED,60,5,20,415
Signal 4 RED,85,5,20,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,4,1394
Signal 2 RED,9,5,20,1472
Signal 3 RED,59,5,20,415
Signal 4 RED,84,5,20,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,3,1394
Signal 2 RED,8,5,20,1472
Signal 3 RED,58,5,20,415
Signal 4 RED,83,5,20,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,2,1394
Signal 2 RED,7,5,20,1472
Signal 3 RED,57,5,20,415
Signal 4 RED,82,5,20,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,1,1394
Signal 2 RED,6,5,20,1472
Signal 3 RED,56,5,20,415
Signal 4 RED,81,5,20,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,100,5,20,1394
Signal 2 GREEN,0,5,20,1472
Signal 3 RED,25,5,20,415
Signal 4 RED,75,5,20,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,99,5,20,1394
Signal 2 GREEN,0,5,19,1480
Signal 3 RED,24,5,20,415
Signal 4 RED,74,5,20,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,98,5,20,1394
Signal 2 GREEN,0,5,18,1488
Signal 3 RED,23,5,20,415
Signal 4 RED,73,5,20,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,97,5,20,1394
Signal 2 GREEN,0,5,17,1494
Signal 3 RED,22,5,20,415
Signal 4 RED,72,5,20,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,96,5,20,1394
Signal 2 GREEN,0,5,16,1498
Signal 3 RED,21,5,20,415
Signal 4 RED,71,5,20,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,95,5,20,1394
Signal 2 GREEN,0,5,15,1502
Signal 3 RED,20,5,20,415
Signal 4 RED,70,5,20,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,94,5,20,1394
Signal 2 GREEN,0,5,14,1506
Signal 3 RED,19,5,20,415
Signal 4 RED,69,5,20,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,93,5,20,1394
Signal 2 GREEN,0,5,13,1508
Signal 3 RED,18,5,20,415
Signal 4 RED,68,5,20,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,92,5,20,1394
Signal 2 GREEN,0,5,12,1510
Signal 3 RED,17,5,20,415
Signal 4 RED,67,5,20,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,91,5,20,1394
Signal 2 GREEN,0,5,11,1510
Signal 3 RED,16,5,20,415
Signal 4 RED,66,5,20,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,90,5,20,1394
Signal 2 GREEN,0,5,10,1510
Signal 3 RED,15,5,20,415
Signal 4 RED,65,5,20,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,89,5,20,1394
Signal 2 GREEN,0,5,9,1510
Signal 3 RED,14,5,20,415
Signal 4 RED,64,5,20,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,88,5,20,1394
Signal 2 GREEN,0,5,8,1510
Signal 3 RED,13,5,20,415
Signal 4 RED,63,5,20,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,87,5,20,1394
Signal 2 GREEN,0,5,7,1510
Signal 3 RED,12,5,20,415
Signal 4 RED,62,5,20,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,86,5,20,1394
Signal 2 GREEN,0,5,6,1512
Signal 3 RED,11,5,20,415
Signal 4 RED,61,5,20,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,85,5,20,1394
Signal 2 GREEN,0,5,5,1513
Signal 3 RED,10,5,20,415
Signal 4 RED,60,5,20,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,84,5,20,1394
Signal 2 GREEN,0,5,4,1515
Signal 3 RED,9,5,20,415
Signal 4 RED,59,5,20,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,83,5,20,1394
Signal 2 GREEN,0,5,3,1515
Signal 3 RED,8,5,20,415
Signal 4 RED,58,5,20,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,82,5,20,1394
Signal 2 GREEN,0,5,2,1515
Signal 3 RED,7,5,20,415
Signal 4 RED,57,5,20,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,81,5,20,1394
Signal 2 GREEN,0,5,1,1515
Signal 3 RED,6,5,20,415
Signal 4 RED,56,5,20,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,75,5,20,1394
Signal 2 RED,100,5,20,1515
Signal 3 GREEN,0,5,20,415
Signal 4 RED,25,5,20,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,74,5,20,1394
Signal 2 RED,99,5,20,1515
Signal 3 GREEN,0,5,19,421
Signal 4 RED,24,5,20,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,73,5,20,1394
Signal 2 RED,98,5,20,1515
Signal 3 GREEN,0,5,18,424
Signal 4 RED,23,5,20,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,72,5,20,1394
Signal 2 RED,97,5,20,1515
Signal 3 GREEN,0,5,17,424
Signal 4 RED,22,5,20,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,71,5,20,1394
Signal 2 RED,96,5,20,1515
Signal 3 GREEN,0,5,16,425
Signal 4 RED,21,5,20,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,70,5,20,1394
Signal 2 RED,95,5,20,1515
Signal 3 GREEN,0,5,15,425
Signal 4 RED,20,5,20,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,69,5,20,1394
Signal 2 RED,94,5,20,1515
Signal 3 GREEN,0,5,14,425
Signal 4 RED,19,5,20,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,68,5,20,1394
Signal 2 RED,93,5,20,1515
Signal 3 GREEN,0,5,13,425
Signal 4 RED,18,5,20,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,67,5,20,1394
Signal 2 RED,92,5,20,1515
Signal 3 GREEN,0,5,12,426
Signal 4 RED,17,5,20,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,66,5,20,1394
Signal 2 RED,91,5,20,1515
Signal 3 GREEN,0,5,11,426
Signal 4 RED,16,5,20,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,65,5,20,1394
Signal 2 RED,90,5,20,1515
Signal 3 GREEN,0,5,10,427
Signal 4 RED,15,5,20,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,64,5,20,1394
Signal 2 RED,89,5,20,1515
Signal 3 GREEN,0,5,9,427
Signal 4 RED,14,5,20,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,63,5,20,1394
Signal 2 RED,88,5,20,1515
Signal 3 GREEN,0,5,8,427
Signal 4 RED,13,5,20,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,62,5,20,1394
Signal 2 RED,87,5,20,1515
Signal 3 GREEN,0,5,7,427
Signal 4 RED,12,5,20,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,61,5,20,1394
Signal 2 RED,86,5,20,1515
Signal 3 GREEN,0,5,6,427
Signal 4 RED,11,5,20,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,60,5,20,1394
Signal 2 RED,85,5,20,1515
Signal 3 GREEN,0,5,5,427
Signal 4 RED,10,5,20,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,59,5,20,1394
Signal 2 RED,84,5,20,1515
Signal 3 GREEN,0,5,4,427
Signal 4 RED,9,5,20,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,58,5,20,1394
Signal 2 RED,83,5,20,1515
Signal 3 GREEN,0,5,3,427
Signal 4 RED,8,5,20,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,57,5,20,1394
Signal 2 RED,82,5,20,1515
Signal 3 GREEN,0,5,2,427
Signal 4 RED,7,5,20,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,56,5,20,1394
Signal 2 RED,81,5,20,1515
Signal 3 GREEN,0,5,1,427
Signal 4 RED,6,5,20,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,25,5,20,1394
Signal 2 RED,75,5,20,1515
Signal 3 RED,100,5,20,428
Signal 4 GREEN,0,5,20,390
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,24,5,20,1394
Signal 2 RED,74,5,20,1515
Signal 3 RED,99,5,20,428
Signal 4 GREEN,0,5,19,397
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,23,5,20,1394
Signal 2 RED,73,5,20,1515
Signal 3 RED,98,5,20,428
Signal 4 GREEN,0,5,18,400
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,22,5,20,1394
Signal 2 RED,72,5,20,1515
Signal 3 RED,97,5,20,428
Signal 4 GREEN,0,5,17,402
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,21,5,20,1394
Signal 2 RED,71,5,20,1515
Signal 3 RED,96,5,20,428
Signal 4 GREEN,0,5,16,402
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,20,5,20,1394
Signal 2 RED,70,5,20,1515
Signal 3 RED,95,5,20,428
Signal 4 GREEN,0,5,15,402
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,19,5,20,1394
Signal 2 RED,69,5,20,1515
Signal 3 RED,94,5,20,428
Signal 4 GREEN,0,5,14,402
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,18,5,20,1394
Signal 2 RED,68,5,20,1515
Signal 3 RED,93,5,20,428
Signal 4 GREEN,0,5,13,402
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,17,5,20,1394
Signal 2 RED,67,5,20,1515
Signal 3 RED,92,5,20,428
Signal 4 GREEN,0,5,12,403
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,16,5,20,1394
Signal 2 RED,66,5,20,1515
Signal 3 RED,91,5,20,428
Signal 4 GREEN,0,5,11,403
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,15,5,20,1394
Signal 2 RED,65,5,20,1515
Signal 3 RED,90,5,20,428
Signal 4 GREEN,0,5,10,403
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,14,5,20,1394
Signal 2 RED,64,5,20,1515
Signal 3 RED,89,5,20,428
Signal 4 GREEN,0,5,9,403
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,13,5,20,1394
Signal 2 RED,63,5,20,1515
Signal 3 RED,88,5,20,428
Signal 4 GREEN,0,5,8,403
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,12,5,20,1394
Signal 2 RED,62,5,20,1515
Signal 3 RED,87,5,20,428
Signal 4 GREEN,0,5,7,403
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,11,5,20,1394
Signal 2 RED,61,5,20,1515
Signal 3 RED,86,5,20,428
Signal 4 GREEN,0,5,6,403
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,10,5,20,1394
Signal 2 RED,60,5,20,1515
Signal 3 RED,85,5,20,428
Signal 4 GREEN,0,5,5,403
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,9,5,20,1394
Signal 2 RED,59,5,20,1515
Signal 3 RED,84,5,20,428
Signal 4 GREEN,0,5,4,403
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,8,5,20,1394
Signal 2 RED,58,5,20,1515
Signal 3 RED,83,5,20,428
Signal 4 GREEN,0,5,3,403
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,7,5,20,1394
Signal 2 RED,57,5,20,1515
Signal 3 RED,82,5,20,428
Signal 4 GREEN,0,5,2,403
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,6,5,20,1394
Signal 2 RED,56,5,20,1515
Signal 3 RED,81,5,20,428
Signal 4 GREEN,0,5,1,403
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,20,1394
Signal 2 RED,25,5,20,1515
Signal 3 RED,75,5,20,428
Signal 4 RED,100,5,20,403
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,19,1402
Signal 2 RED,24,5,20,1515
Signal 3 RED,74,5,20,428
Signal 4 RED,99,5,20,403
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,18,1410
Signal 2 RED,23,5,20,1515
Signal 3 RED,73,5,20,428
Signal 4 RED,98,5,20,403
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,17,1417
Signal 2 RED,22,5,20,1515
Signal 3 RED,72,5,20,428
Signal 4 RED,97,5,20,403
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,16,1422
Signal 2 RED,21,5,20,1515
Signal 3 RED,71,5,20,428
Signal 4 RED,96,5,20,403
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,15,1426
Signal 2 RED,20,5,20,1515
Signal 3 RED,70,5,20,428
Signal 4 RED,95,5,20,403
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,14,1430
Signal 2 RED,19,5,20,1515
Signal 3 RED,69,5,20,428
Signal 4 RED,94,5,20,403
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,13,1434
Signal 2 RED,18,5,20,1515
Signal 3 RED,68,5,20,428
Signal 4 RED,93,5,20,403
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,12,1436
Signal 2 RED,17,5,20,1515
Signal 3 RED,67,5,20,428
Signal 4 RED,92,5,20,403
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,11,1436
Signal 2 RED,16,5,20,1515
Signal 3 RED,66,5,20,428
Signal 4 RED,91,5,20,403
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,10,1436
Signal 2 RED,15,5,20,1515
Signal 3 RED,65,5,20,428
Signal 4 RED,90,5,20,403
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,9,1436
Signal 2 RED,14,5,20,1515
Signal 3 RED,64,5,20,428
Signal 4 RED,89,5,20,403
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,8,1436
Signal 2 RED,13,5,20,1515
Signal 3 RED,63,5,20,428
Signal 4 RED,88,5,20,403
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,7,1437
Signal 2 RED,12,5,20,1515
Signal 3 RED,62,5,20,428
Signal 4 RED,87,5,20,403
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,6,1438
Signal 2 RED,11,5,20,1515
Signal 3 RED,61,5,20,428
Signal 4 RED,86,5,20,403
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,5,1438
Signal 2 RED,10,5,20,1515
Signal 3 RED,60,5,20,428
Signal 4 RED,85,5,20,403
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,4,1438
Signal 2 RED,9,5,20,1515
Signal 3 RED,59,5,20,428
Signal 4 RED,84,5,20,403
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,3,1438
Signal 2 RED,8,5,20,1515
Signal 3 RED,58,5,20,428
Signal 4 RED,83,5,20,403
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,2,1440
Signal 2 RED,7,5,20,1515
Signal 3 RED,57,5,20,428
Signal 4 RED,82,5,20,403
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,1,1441
Signal 2 RED,6,5,20,1515
Signal 3 RED,56,5,20,428
Signal 4 RED,81,5,20,403
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,100,5,20,1442
Signal 2 GREEN,0,5,20,1515
Signal 3 RED,25,5,20,428
Signal 4 RED,75,5,20,403
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,99,5,20,1442
Signal 2 GREEN,0,5,19,1523
Signal 3 RED,24,5,20,428
Signal 4 RED,74,5,20,403
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,98,5,20,1442
Signal 2 GREEN,0,5,18,1530
Signal 3 RED,23,5,20,428
Signal 4 RED,73,5,20,403
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,97,5,20,1442
Signal 2 GREEN,0,5,17,1534
Signal 3 RED,22,5,20,428
Signal 4 RED,72,5,20,403
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,96,5,20,1442
Signal 2 GREEN,0,5,16,1538
Signal 3 RED,21,5,20,428
Signal 4 RED,71,5,20,403
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,95,5,20,1442
Signal 2 GREEN,0,5,15,1542
Signal 3 RED,20,5,20,428
Signal 4 RED,70,5,20,403
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,94,5,20,1442
Signal 2 GREEN,0,5,14,1546
Signal 3 RED,19,5,20,428
Signal 4 RED,69,5,20,403
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,93,5,20,1442
Signal 2 GREEN,0,5,13,1550
Signal 3 RED,18,5,20,428
Signal 4 RED,68,5,20,403
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,92,5,20,1442
Signal 2 GREEN,0,5,12,1552
Signal 3 RED,17,5,20,428
Signal 4 RED,67,5,20,403
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,91,5,20,1442
Signal 2 GREEN,0,5,11,1553
Signal 3 RED,16,5,20,428
Signal 4 RED,66,5,20,403
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,90,5,20,1442
Signal 2 GREEN,0,5,10,1553
Signal 3 RED,15,5,20,428
Signal 4 RED,65,5,20,403
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,89,5,20,1442
Signal 2 GREEN,0,5,9,1553
Signal 3 RED,14,5,20,428
Signal 4 RED,64,5,20,403
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,88,5,20,1442
Signal 2 GREEN,0,5,8,1554
Signal 3 RED,13,5,20,428
Signal 4 RED,63,5,20,403
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,87,5,20,1442
Signal 2 GREEN,0,5,7,1554
Signal 3 RED,12,5,20,428
Signal 4 RED,62,5,20,403
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,86,5,20,1442
Signal 2 GREEN,0,5,6,1554
Signal 3 RED,11,5,20,428
Signal 4 RED,61,5,20,403
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,85,5,20,1442
Signal 2 GREEN,0,5,5,1554
Signal 3 RED,10,5,20,428
Signal 4 RED,60,5,20,403
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,84,5,20,1442
Signal 2 GREEN,0,5,4,1554
Signal 3 RED,9,5,20,428
Signal 4 RED,59,5,20,403
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,83,5,20,1442
Signal 2 GREEN,0,5,3,1555
Signal 3 RED,8,5,20,428
Signal 4 RED,58,5,20,403
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,82,5,20,1442
Signal 2 GREEN,0,5,2,1555
Signal 3 RED,7,5,20,428
Signal 4 RED,57,5,20,403
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,81,5,20,1442
Signal 2 GREEN,0,5,1,1555
Signal 3 RED,6,5,20,428
Signal 4 RED,56,5,20,403
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,75,5,20,1442
Signal 2 RED,100,5,20,1555
Signal 3 GREEN,0,5,20,428
Signal 4 RED,25,5,20,403
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,74,5,20,1442
Signal 2 RED,99,5,20,1555
Signal 3 GREEN,0,5,19,435
Signal 4 RED,24,5,20,403
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,73,5,20,1442
Signal 2 RED,98,5,20,1555
Signal 3 GREEN,0,5,18,439
Signal 4 RED,23,5,20,403
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,72,5,20,1442
Signal 2 RED,97,5,20,1555
Signal 3 GREEN,0,5,17,441
Signal 4 RED,22,5,20,403
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,71,5,20,1442
Signal 2 RED,96,5,20,1555
Signal 3 GREEN,0,5,16,442
Signal 4 RED,21,5,20,403
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,70,5,20,1442
Signal 2 RED,95,5,20,1555
Signal 3 GREEN,0,5,15,442
Signal 4 RED,20,5,20,403
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,69,5,20,1442
Signal 2 RED,94,5,20,1555
Signal 3 GREEN,0,5,14,442
Signal 4 RED,19,5,20,403
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,68,5,20,1442
Signal 2 RED,93,5,20,1555
Signal 3 GREEN,0,5,13,443
Signal 4 RED,18,5,20,403
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,67,5,20,1442
Signal 2 RED,92,5,20,1555
Signal 3 GREEN,0,5,12,445
Signal 4 RED,17,5,20,403
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,66,5,20,1442
Signal 2 RED,91,5,20,1555
Signal 3 GREEN,0,5,11,445
